    sample                    id                                                                   file         line  wavelength     intg_flux  intg_flux_err    gauss_flux  gauss_flux_err            eqw       eqw_err particle                    latex_label               profile_label pixel_mask            w1            w2            w3            w4            w5            w6           w_i           w_f     peak_wave     peak_flux          cont      std_cont        m_cont        n_cont    snr_line      snr_cont    z_line           amp        center       sigma       amp_err    center_err     sigma_err         v_r       v_r_err    sigma_vel  sigma_vel_err  sigma_thermal  sigma_instr  n_pixels   pixel_vel    FWHM_intg       FWHM_g         FWZI        v_med        v_50          v_1          v_5         v_10         v_90         v_95         v_99       chisqr     redchi         aic         bic  observations comments
10   SMACS    3042_Visit_1_G235M     /SMACS/G235M/Visit_1/3042/G235M_Visit_1_s03042_x1d_masked_bpx.fits     N2_6585A      6585.0  2.887479e-18   1.917351e-19  8.803302e-19    1.598260e-19      21.781910  3.954557e+00       N2                 $[NII]6585\AA$  H1_6565A+N2_6585A+N2_6550A         no   6496.000000   6531.000000   6540.000000   6593.000000   6603.000000   6636.000000           NaN           NaN  19653.219310  1.102996e-19  4.041566e-20  3.858952e-21  8.783803e-24 -1.322143e-19   15.718843  1.047322e+01  1.992875  4.101813e-20  19708.079527    8.562090  8.255870e-21  1.797311e+00  1.743448e+00  -76.244734  2.733311e+01   130.210421   2.651397e+01       2.436390          NaN      16.0  161.980354          NaN   306.622110          NaN          NaN         NaN          NaN          NaN          NaN          NaN          NaN          NaN    78.480116   2.706211   45.559847   60.298123            no       no
11   SMACS    3042_Visit_1_G235M     /SMACS/G235M/Visit_1/3042/G235M_Visit_1_s03042_x1d_masked_bpx.fits     N2_6550A      6550.0  2.887479e-18   1.917351e-19  3.465211e-19    1.769576e-19       8.573932  4.378442e+00       N2                 $[NII]6550\AA$  H1_6565A+N2_6585A+N2_6550A         no   6496.000000   6531.000000   6540.000000   6593.000000   6603.000000   6636.000000           NaN           NaN  19653.219310  1.102996e-19  4.041566e-20  3.858952e-21  8.783803e-24 -1.322143e-19    4.638577  1.047322e+01  1.992105  1.210431e-20  19598.285197   11.420884  6.001831e-21  6.809178e+00  6.572303e+00 -153.358362  1.041058e+02   174.614429   1.004842e+02       2.436390          NaN      16.0  161.980354          NaN   411.185557          NaN          NaN         NaN          NaN          NaN          NaN          NaN          NaN          NaN    78.480116   2.706211   45.559847   60.298123            no       no
12   SMACS    3042_Visit_1_G235M     /SMACS/G235M/Visit_1/3042/G235M_Visit_1_s03042_x1d_masked_bpx.fits     S2_6718A      6718.0  9.392587e-19   1.465578e-19  5.258440e-19    1.490777e-19      13.283046  3.765768e+00       S2                 $[SII]6718\AA$           S2_6718A+S2_6733A         no   6649.000000   6683.000000   6706.000000   6747.000000   6762.000000   6796.000000           NaN           NaN  20120.395711  5.982501e-20  3.958761e-20  3.812864e-21  1.794558e-23 -3.214847e-19    7.808656  1.038264e+01  1.994275  2.022227e-20  20115.539823   10.373780  5.786505e-21  3.213555e+00  2.766751e+00   63.997098  4.790352e+01   154.638899   4.124314e+01       1.610217          NaN      13.0  158.182809          NaN   364.146780          NaN          NaN         NaN          NaN          NaN          NaN          NaN          NaN          NaN    89.123499   2.874952   40.713624   46.935017            no       no
13   SMACS    3042_Visit_1_G235M     /SMACS/G235M/Visit_1/3042/G235M_Visit_1_s03042_x1d_masked_bpx.fits     S2_6733A      6733.0  9.392587e-19   1.465578e-19  3.588561e-19    1.396339e-19       9.064859  3.527212e+00       S2                 $[SII]6733\AA$           S2_6718A+S2_6733A         no   6649.000000   6683.000000   6706.000000   6747.000000   6762.000000   6796.000000           NaN           NaN  20120.395711  5.982501e-20  3.958761e-20  3.812864e-21  1.794558e-23 -3.214847e-19    5.317054  1.038264e+01  1.994275  1.376971e-20  20160.454001   10.396943  5.588989e-21  3.220730e+00  2.772928e+00   63.997881  4.790352e+01   154.638900   4.124314e+01       1.610217          NaN      13.0  158.182809          NaN   364.146781          NaN          NaN         NaN          NaN          NaN          NaN          NaN          NaN          NaN    89.123499   2.874952   40.713624   46.935017            no       no
14   SMACS    3042_Visit_1_G235M     /SMACS/G235M/Visit_1/3042/G235M_Visit_1_s03042_x1d_masked_bpx.fits     S3_9071A      9071.0  2.661130e-19   8.350196e-20  2.606386e-19    7.840132e-20       6.292576  1.826442e+00       S3                $[SIII]9071\AA$                         NaN         no   9030.000000   9049.000000   9060.000000   9084.000000   9109.000000   9148.000000           NaN           NaN  27164.182325  5.845804e-20  4.195758e-20  3.199797e-21 -1.502854e-23  4.501956e-19    6.273904  1.311258e+01  1.994618  1.660507e-20  27163.685417    6.261928  4.240699e-21  2.659440e+00  1.684598e+00   -5.484029  2.935042e+01    69.108605   1.859176e+01       1.610217          NaN       7.0  116.678346          NaN   162.738329          NaN          NaN         NaN          NaN          NaN          NaN          NaN          NaN          NaN    34.885449   1.585702   14.329849   17.986477            no       no
15   SMACS    3042_Visit_1_G235M     /SMACS/G235M/Visit_1/3042/G235M_Visit_1_s03042_x1d_masked_bpx.fits     S3_9533A      9533.0  6.950133e-19   9.617336e-20  7.871361e-19    1.246926e-19      21.087349  2.351036e+00       S3                $[SIII]9533\AA$                         NaN         no   9460.000000   9495.000000   9513.000000   9546.000000   9560.000000   9596.000000           NaN           NaN  28537.397506  5.472693e-20  3.286145e-20  2.693128e-21  1.151592e-24 -1.989397e-24   10.002611  1.220197e+01  1.993538  2.177626e-20  28535.293174   14.420376  3.476238e-21  2.667690e+00  2.573782e+00  -22.106528  2.802475e+01   151.489635   2.703822e+01       1.610217          NaN      10.0  110.952065          NaN   356.730828          NaN          NaN         NaN          NaN          NaN          NaN          NaN          NaN          NaN    64.488286   2.223734   28.423926   32.821134            no       no
16   SMACS    3042_Visit_1_G235M     /SMACS/G235M/Visit_1/3042/G235M_Visit_1_s03042_x1d_masked_bpx.fits    H1_10052A     10052.0  4.141258e-19   6.442422e-20  5.356246e-19    2.006590e-19      11.107992  1.381118e+00       H1                   $HI10052\AA$                         NaN         no   9966.000000  10017.000000  10055.000000  10069.000000  10089.000000  10160.000000           NaN           NaN  30109.106331  6.418927e-20  3.709594e-20  2.630664e-21  1.739309e-24 -1.527308e-20    9.843174  1.410136e+01  1.995335  2.972399e-20  30112.963057    7.188918  1.176637e-20  2.961581e+00  4.876583e+00   38.400915  2.948808e+01    71.579118   4.855550e+01       9.082224          NaN       5.0  105.026310          NaN   168.555943          NaN          NaN         NaN          NaN          NaN          NaN          NaN          NaN          NaN   147.545399   3.688635   59.016240   64.299840            no       no
17   SMACS    3042_Visit_1_G395M     /SMACS/G395M/Visit_1/3042/G395M_Visit_1_s03042_x1d_masked_bpx.fits    H1_10052A     10052.0  2.921014e-19   9.953139e-20  5.016659e-19    1.104048e-19       6.670791  2.141959e+00       H1                   $HI10052\AA$                         NaN         no   9936.293311  10013.175818  10037.617283  10068.397720  10111.244698  10192.287637           NaN           NaN  30113.246044  5.956792e-20  4.347229e-20  2.061909e-21 -3.215742e-24  1.403087e-19    8.399974  2.108352e+01  1.995747  1.815754e-20  30104.709866   11.022184  6.184148e-21  2.365542e+00  4.621856e+00  -84.981935  2.355016e+01   109.731369   4.601289e+01       9.082224          NaN       6.0  177.909986          NaN   258.397626          NaN          NaN         NaN          NaN          NaN          NaN          NaN          NaN          NaN    61.849689   1.932803   25.927565   30.593610            no       no
18   SMACS    3042_Visit_1_G395M     /SMACS/G395M/Visit_1/3042/G395M_Visit_1_s03042_x1d_masked_bpx.fits   He1_10833A     10833.0  4.277731e-19   7.033492e-20  4.252382e-19    8.417340e-20      11.019060  1.594716e+00      He1                  $HeI10833\AA$                         NaN         no  10736.333434  10782.928478  10819.900758  10845.686286  10853.516168  10893.859853           NaN           NaN  32435.702122  4.988835e-20  3.870364e-20  1.804121e-21 -7.917511e-24  2.955137e-19    6.231908  2.145291e+01  1.994157  1.158954e-20  32429.867063   14.637809  2.400947e-21  3.370769e+00  3.297298e+00  -53.931515  3.115490e+01   135.292424   3.047583e+01       4.557702          NaN       5.0  165.069112          NaN   318.589311          NaN          NaN         NaN          NaN          NaN          NaN          NaN          NaN          NaN    29.631829   1.559570   12.551746   15.824874            no       no
19   SMACS    3042_Visit_1_G395M     /SMACS/G395M/Visit_1/3042/G395M_Visit_1_s03042_x1d_masked_bpx.fits    H1_12822A     12822.0  2.242117e-19   6.578656e-20  2.266431e-19    7.359186e-20       6.619549  1.848808e+00       H1                   $HI12822\AA$                         NaN         no  12743.133030  12790.915090  12802.114076  12840.225884  12878.289203  12953.472107           NaN           NaN  38376.519381  3.988334e-20  3.374399e-20  1.375294e-21  2.982352e-25  2.229876e-20    5.150303  2.453583e+01  1.993021  6.461679e-21  38373.572398   13.992881  1.892937e-21  5.497756e+00  4.934849e+00  -23.021451  4.294776e+01   109.310594   3.855041e+01       9.082224          NaN       7.0  139.260570          NaN   257.406777          NaN          NaN         NaN          NaN          NaN          NaN          NaN          NaN          NaN    52.172832   2.006647   23.030716   27.132604            no       no
20   SMACS    3042_Visit_2_G235M     /SMACS/G235M/Visit_2/3042/G235M_Visit_2_s03042_x1d_masked_bpx.fits     N2_6585A      6585.0  1.229908e-18   1.112769e-19  1.272677e-18    1.761309e-19      27.202300  1.212120e+00       N2                 $[NII]6585\AA$                         NaN         no   6482.000000   6523.000000   6577.000000   6593.000000   6615.000000   6642.000000           NaN           NaN  19713.230621  1.045716e-19  4.517613e-20  4.366379e-21  6.577136e-24 -8.448047e-20   12.506892  1.034636e+01  1.993657  6.318520e-20  19709.239173    8.035503  9.306298e-21  1.255528e+00  1.380261e+00  -60.700660  1.909366e+01   122.201338   2.099057e+01       2.436390          NaN       5.0  161.482957          NaN   287.762159          NaN          NaN         NaN          NaN          NaN          NaN          NaN          NaN          NaN    61.774026   2.807910   28.615179   32.271807            no       no
21   SMACS    3042_Visit_2_G235M     /SMACS/G235M/Visit_2/3042/G235M_Visit_2_s03042_x1d_masked_bpx.fits     S3_9533A      9533.0  6.741603e-19   8.720503e-20  7.770756e-19    1.200951e-19      15.947703  1.680071e+00       S3                $[SIII]9533\AA$                         NaN         no   9484.000000   9508.000000   9522.000000   9546.000000   9558.000000   9593.000000           NaN           NaN  28533.708079  7.476117e-20  4.218165e-20  2.866869e-21 -2.365201e-25  4.893045e-20   12.911192  1.471349e+01  1.993151  3.151265e-20  28534.024553    9.837582  5.252467e-21  1.756865e+00  1.721847e+00    3.325067  1.845869e+01   103.359605   1.809077e+01       1.610217          NaN       8.0  110.965688          NaN   243.393269          NaN          NaN         NaN          NaN          NaN          NaN          NaN          NaN          NaN    75.762690   3.156779   33.857765   37.745276            no       no
22   SMACS    3042_Visit_2_G235M     /SMACS/G235M/Visit_2/3042/G235M_Visit_2_s03042_x1d_masked_bpx.fits    H1_10052A     10052.0  1.453343e-19   1.199254e-19  5.839128e-19    1.046675e-19       3.317460  2.720056e+00       H1                   $HI10052\AA$                         NaN         no   9987.000000  10030.000000  10037.000000  10081.000000  10098.000000  10140.000000           NaN           NaN  30115.967767  7.380624e-20  4.307719e-20  2.784716e-21 -9.912235e-24  3.415937e-19   18.123886  1.546915e+01  1.996017  3.351377e-20  30111.693479    6.950801  7.610163e-21  1.348881e+00  1.792570e+00  -42.548838  1.342757e+01    69.192451   1.784432e+01       9.082224          NaN      14.0  105.003917          NaN   162.935770          NaN          NaN         NaN          NaN          NaN          NaN          NaN          NaN          NaN    97.336274   2.703785   41.669793   46.660478            no       no
23   SMACS    3042_Visit_2_G395M     /SMACS/G395M/Visit_2/3042/G395M_Visit_2_s03042_x1d_masked_bpx.fits    H1_10052A     10052.0  5.187831e-19   1.099313e-19  7.154010e-19    9.783272e-20      10.180203  2.009991e+00       H1                   $HI10052\AA$                         NaN         no   9943.000000  10009.000000  10037.000000  10081.000000  10099.000000  10171.000000           NaN           NaN  30110.136374  7.704038e-20  5.081379e-20  2.195041e-21  4.021037e-25  3.870640e-20   15.077582  2.314936e+01  1.995437  2.804237e-20  30106.543261   10.177587  3.917599e-21  2.065952e+00  1.676793e+00  -35.774931  2.056971e+01   101.333440   1.669504e+01       9.082224          NaN       8.0  177.927274          NaN   238.622015          NaN          NaN         NaN          NaN          NaN          NaN          NaN          NaN          NaN    56.594251   1.825621   23.324594   27.903676            no       no
24   SMACS    3042_Visit_2_G395M     /SMACS/G395M/Visit_2/3042/G395M_Visit_2_s03042_x1d_masked_bpx.fits   He1_10833A     10833.0  5.711025e-19   1.032410e-19  6.616032e-19    1.011204e-19      13.212085  2.219817e+00      He1                  $HeI10833\AA$                         NaN         no  10651.000000  10755.000000  10805.000000  10859.000000  10860.000000  10898.000000           NaN           NaN  32432.588724  5.719617e-20  4.315824e-20  1.747446e-21 -3.358178e-24  1.520727e-19   10.115487  2.469789e+01  1.993870  1.378813e-20  32429.261164   19.142663  2.183540e-21  3.375846e+00  3.372554e+00  -30.758493  3.120482e+01   176.946285   3.117439e+01       4.557702          NaN      10.0  165.084275          NaN   416.676658          NaN          NaN         NaN          NaN          NaN          NaN          NaN          NaN          NaN    54.163903   1.747223   21.832242   26.411323            no       no
25   SMACS    3042_Visit_2_G395M     /SMACS/G395M/Visit_2/3042/G395M_Visit_2_s03042_x1d_masked_bpx.fits    H1_12822A     12822.0  3.946191e-19   7.241279e-20  3.214796e-19    5.175339e-20      10.269459  1.753414e+00       H1                   $HI12822\AA$                         NaN         no  12704.000000  12760.000000  12796.000000  12840.000000  12873.000000  12963.000000           NaN           NaN  38391.222559  4.607806e-20  3.832742e-20  1.424490e-21  8.253693e-27  3.801055e-20    7.583893  2.690607e+01  1.994168  9.175129e-21  38381.423623   13.978200  1.554203e-21  2.485541e+00  2.852913e+00  -76.518712  1.940929e+01   109.154093   2.227806e+01       9.082224          NaN       8.0  139.207376          NaN   257.038245          NaN          NaN         NaN          NaN          NaN          NaN          NaN          NaN          NaN    27.574036   0.861689   -2.346572    2.319473            no       no
26   SMACS    3772_Visit_1_G235M     /SMACS/G235M/Visit_1/3772/G235M_Visit_1_s03772_x1d_masked_bpx.fits    H1_12822A     12822.0  3.824573e-18   2.128947e-19  3.650435e-18    2.338733e-19      27.810614  1.044902e+00       H1                   $HI12822\AA$                         NaN         no  12693.969009  12771.400401  12797.734511  12850.844300  12882.710172  12932.785116           NaN           NaN  18239.721276  2.883943e-19  1.374977e-19  6.371811e-21 -1.445817e-23  4.012108e-19   26.963984  2.157907e+01  0.422533  1.572684e-19  18243.449654    9.260046  1.094109e-20  6.862090e-01  6.731800e-01   61.280530  1.127870e+01   152.200353   1.106455e+01       9.082224          NaN       8.0  174.584586          NaN   358.404443          NaN          NaN         NaN          NaN          NaN          NaN          NaN          NaN          NaN    33.875242   1.782907   15.496123   18.769251            no       no
27   SMACS    3772_Visit_1_G235M     /SMACS/G235M/Visit_1/3772/G235M_Visit_1_s03772_x1d_masked_bpx.fits   Fe2_16448A     16448.0  3.044690e-19   9.438207e-20  4.077380e-19    1.341910e-19       3.024710  8.876520e-01      Fe2               $[FeII]16448\AA$                         NaN         no  16252.324139  16319.494085  16426.442873  16460.333350  16486.430647  16540.379722           NaN           NaN  23395.142420  1.176042e-19  1.001843e-19  3.907625e-21 -1.377043e-23  4.223455e-19    4.882544  2.563815e+01  0.422370  2.075833e-20  23390.447161    7.836080  7.339852e-21  2.744426e+00  3.524995e+00  -60.166477  3.516791e+01   100.413908   4.517035e+01       1.220183          NaN       5.0  135.772526          NaN   236.456682          NaN          NaN         NaN          NaN          NaN          NaN          NaN          NaN          NaN    47.596140   2.379807   22.726922   26.133404            no       no
28   SMACS    3772_Visit_1_G235M     /SMACS/G235M/Visit_1/3772/G235M_Visit_1_s03772_x1d_masked_bpx.fits    H1_18756A     18756.0  6.327521e-18   1.458614e-19  6.563239e-18    3.475008e-19      90.096814  1.353260e-01       H1                   $HI18756\AA$                         NaN         no  18643.483603  18697.863271  18739.339180  18785.648055  18828.841455  18881.020591           NaN           NaN  26685.840852  3.438227e-19  7.046789e-20  3.387440e-21 -3.622421e-23  1.037141e-18   74.096821  2.080270e+01  0.422790  2.875185e-19  26686.474521    9.106731  1.808524e-20  5.490400e-01  5.014190e-01    7.118726  6.167994e+00   102.306291   5.633013e+00       9.082224          NaN       8.0  118.788963          NaN   240.912906          NaN          NaN         NaN          NaN          NaN          NaN          NaN          NaN          NaN   152.484583   7.261171   50.376232   53.910393            no       no
29   SMACS    3772_Visit_1_G235M     /SMACS/G235M/Visit_1/3772/G235M_Visit_1_s03772_x1d_masked_bpx.fits    H1_19451A     19451.0  4.832739e-19   8.822774e-20  4.288773e-19    6.196654e-20       9.621843  1.563141e+00       H1                   $HI19451\AA$                         NaN         no  19336.978424  19395.978770  19423.840044  19477.923695  19490.552179  19575.430812           NaN           NaN  27668.387036  6.844695e-20  5.000556e-20  3.291447e-21  1.176771e-23 -2.755881e-19    7.244723  1.519258e+01  0.422466  1.913817e-20  27670.992017    8.940104  2.891065e-21  1.505245e+00  1.457441e+00   28.225491  1.630963e+01    96.867800   1.579166e+01       9.082224          NaN       8.0  114.492995          NaN   228.106238          NaN          NaN         NaN          NaN          NaN          NaN          NaN          NaN          NaN    18.534228   0.712855   -6.982623   -2.880735            no       no
30   SMACS    3772_Visit_1_G235M     /SMACS/G235M/Visit_1/3772/G235M_Visit_1_s03772_x1d_masked_bpx.fits    H2_21224A     21224.0 -2.455704e-21   9.086664e-20  2.731388e-19    1.005737e-19      -0.112668  2.231632e+00       H2                $[HII]21224\AA$                         NaN         no  21101.406722  21172.079117  21186.000000  21246.000000  21261.625882  21289.579595           NaN           NaN  30189.964354  5.384972e-20  4.096423e-20  2.701579e-21  1.403469e-23 -3.827425e-19    6.635485  1.516307e+01  0.422445  1.558706e-20  30186.109710    6.990838  6.756374e-21  2.878470e+00  3.796396e+00  -38.277399  2.858379e+01    69.420438   3.769898e+01       9.082224          NaN       9.0  104.410732          NaN   163.472640          NaN          NaN         NaN          NaN          NaN          NaN          NaN          NaN          NaN    59.132406   2.815829   27.641406   31.175568            no       no
31   SMACS    3772_Visit_1_G235M     /SMACS/G235M/Visit_1/3772/G235M_Visit_1_s03772_x1d_masked_bpx.fits    H1_21667A     21667.0  9.386386e-19   8.740002e-20  9.388191e-19    1.171880e-19      23.662469  1.586358e+00       H1                   $HI21667\AA$                         NaN         no  21578.517362  21644.248337  21646.323916  21694.017346  21705.338810  21785.236892           NaN           NaN  30822.341012  7.583975e-20  3.949156e-20  2.719263e-21  1.177048e-23 -3.233022e-19   14.592644  1.452289e+01  0.422548  3.714615e-20  30819.146710   10.082732  4.900353e-21  1.445393e+00  1.466169e+00  -31.069272  1.405857e+01    98.069348   1.426064e+01       9.082224          NaN       8.0  102.527994          NaN   230.935666          NaN          NaN         NaN          NaN          NaN          NaN          NaN          NaN          NaN    65.356105   2.513696   29.564096   33.665983            no       no
