           sample     id                                                                       file          line  wavelength     intg_flux  intg_flux_err    gauss_flux  gauss_flux_err           eqw       eqw_err particle                                  latex_label                       profile_label pixel_mask            w1            w2            w3            w4            w5            w6           w_i           w_f     peak_wave     peak_flux          cont      std_cont        m_cont        n_cont      snr_line      snr_cont    z_line           amp        center        sigma       amp_err    center_err     sigma_err           v_r       v_r_err     sigma_vel  sigma_vel_err  sigma_thermal  sigma_instr  n_pixels    pixel_vel     FWHM_intg         FWHM_g           FWZI        v_med         v_50           v_1          v_5         v_10         v_90          v_95          v_99         chisqr       redchi         aic         bic  observations comments
10    CEERs_DR0.7      3        hlsp_ceers_jwst_nirspec_nirspec5-000003_prism_dr0.7_x1d_masked.fits      O3_4960A      4960.0  2.456458e-19   1.746604e-19  5.645367e-19    2.077053e-19  5.285376e+02  7.561547e+03       O3                              $[OIII]4960\AA$                                 NaN         no   4813.816872   4862.459623   4927.446755   4985.662230   5039.463827   5101.365856           NaN           NaN  44729.968113  4.139512e-21  6.246150e-22  6.877629e-22 -2.680943e-25  1.261647e-20  6.390457e+00  9.081840e-01  8.018139  4.202660e-21  44681.408816    53.589291  2.855924e-21  1.904392e+01  4.420508e+01   -325.457662  1.276376e+02    359.170059   2.962745e+02       2.279635          NaN       7.0   610.173617           NaN     845.780855            NaN          NaN          NaN           NaN          NaN          NaN          NaN           NaN           NaN      40.722036     2.395414   20.220742   23.207939            no       no
11    CEERs_DR0.7      3        hlsp_ceers_jwst_nirspec_nirspec5-000003_prism_dr0.7_x1d_masked.fits      O3_5008A      5008.0  2.651537e-18   1.764704e-19  2.855401e-18    1.906817e-19  6.388122e+03  2.335050e+04       O3                              $[OIII]5008\AA$                                 NaN         no   4817.304337   4882.879405   4980.748195   5040.765403   5061.326695   5104.115945           NaN           NaN  45091.759764  1.846650e-20  6.331605e-22  6.876201e-22 -1.708901e-25  8.338898e-21  2.761951e+01  9.208000e-01  8.003946  1.822785e-20  45100.601091    62.494497  1.307265e-21  5.004384e+00  4.094243e+00     58.781537  3.327164e+01    415.494516   2.722057e+01       2.279635          NaN       7.0   597.483320           NaN     978.414816            NaN          NaN          NaN           NaN          NaN          NaN          NaN           NaN           NaN      31.778910     1.986182   15.772914   18.606231            no       no
12    CEERs_DR0.7      4   hlsp_ceers_jwst_nirspec_nirspec5-000004_comb-mgrat_dr0.7_x1d_masked.fits      H1_3971A      3971.0  7.839954e-19   1.082102e-19  8.019440e-19    2.257578e-19 -2.719599e+02  1.111775e+02       H1                                  $HI3971\AA$                                 NaN         no   3938.430027   3952.792467   3962.119747   3977.949886   3988.622027   4006.211189           NaN           NaN  35699.444788  1.160466e-20 -3.098518e-21           NaN -5.769836e-24  2.028814e-19  9.141035e+00           NaN  7.990039  1.471697e-20  35697.489979    21.738804  3.936682e-21  7.053551e+00  7.007461e+00    -16.415857  5.923345e+01    182.555484   5.884640e+01       9.082224          NaN       9.0   150.750728           NaN     429.885313            NaN          NaN          NaN           NaN          NaN          NaN          NaN           NaN           NaN     141.389335     5.891222   50.703372   54.590883            no       no
13    CEERs_DR0.7      4   hlsp_ceers_jwst_nirspec_nirspec5-000004_comb-mgrat_dr0.7_x1d_masked.fits      H1_4862A      4862.0  5.544397e-19   1.417398e-19  5.974506e-19    2.567577e-19 -1.508483e+02  8.464532e+01       H1                                  $HI4862\AA$                                 NaN         no   4810.000000   4830.000000   4850.000000   4864.000000   4882.000000   4917.000000           NaN           NaN  43678.695599  4.213401e-21 -4.223679e-21  2.938456e-21  1.229394e-24 -5.792202e-20  3.859698e+00 -1.437381e+00  7.983689  8.961537e-21  43674.445484    26.596808  3.900226e-21  1.348413e+01  1.266511e+01    -29.171025  9.254946e+01    182.549460   8.692804e+01       9.082224          NaN       8.0   122.937778           NaN     429.871128            NaN          NaN          NaN           NaN          NaN          NaN          NaN           NaN           NaN     129.312056     3.803296   52.298492   57.131246            no       no
14    CEERs_DR0.7      4   hlsp_ceers_jwst_nirspec_nirspec5-000004_comb-mgrat_dr0.7_x1d_masked.fits      O3_4960A      4960.0  6.564324e-19   1.598100e-19  6.942168e-19    1.601938e-19 -1.460625e+02  7.097034e+03       O3                              $[OIII]4960\AA$                                 NaN         no   4927.550348   4941.441255   4955.863036   4968.718370   4977.967033   4994.551197           NaN           NaN  44609.960547  1.645625e-20 -1.741266e-21  3.006599e-21 -6.094028e-24  2.701131e-19  6.190010e+00 -5.791480e-01  7.993944  1.871961e-20  44616.479520    14.794773  4.576169e-21  3.824738e+00  4.213592e+00     43.809472  2.570340e+01     99.425356   2.831661e+01       2.279635          NaN       7.0   120.335168           NaN     234.128822            NaN          NaN          NaN           NaN          NaN          NaN          NaN           NaN           NaN      39.334650     1.873079   17.857247   21.391409            no       no
15    CEERs_DR0.7      4   hlsp_ceers_jwst_nirspec_nirspec5-000004_comb-mgrat_dr0.7_x1d_masked.fits      O3_5008A      5008.0  2.058146e-18   1.950190e-19  1.723147e-18    2.360119e-19 -1.029769e+03  2.090667e+03       O3                              $[OIII]5008\AA$                                 NaN         no   4973.910127   4996.600593   5000.292369   5019.685136   5033.474724   5054.671993           NaN           NaN  45039.682599  3.900551e-20 -2.444049e-21  2.954568e-21  1.352797e-25 -8.537004e-21  1.904615e+01 -8.272100e-01  7.993547  4.417912e-20  45038.001608    15.560201  6.080280e-21  2.517246e+00  2.349158e+00    -11.188985  1.675526e+01    103.571577   1.563643e+01       2.279635          NaN      11.0   119.170669           NaN     243.892425            NaN          NaN          NaN           NaN          NaN          NaN          NaN           NaN           NaN     107.895986     3.480516   45.263443   49.842525            no       no
16    CEERs_DR0.7      7   hlsp_ceers_jwst_nirspec_nirspec5-000007_comb-mgrat_dr0.7_x1d_masked.fits      H1_1217A      1217.0  1.047230e-18   3.157672e-19  1.288269e-18    7.479032e-19  7.026900e+01  1.387905e+01       H1                                  $HI1217\AA$                                 NaN         no   1195.512895   1203.422777   1214.002873   1219.748448   1230.228061   1241.136194           NaN           NaN  12033.906036  5.278751e-20  1.467689e-20  1.448520e-20 -3.632577e-23  4.518178e-19  2.635805e+00  1.013233e+00  8.888173  3.048703e-20  12009.880740    16.857829  1.515673e-20  1.053447e+01  1.199746e+01   -598.525737  2.624381e+02    419.967544   2.988845e+02       9.082224          NaN      10.0   158.771582           NaN     988.947990            NaN          NaN          NaN           NaN          NaN          NaN          NaN           NaN           NaN     126.846225     3.338059   52.305542   57.446258            no       no
17    CEERs_DR0.7      7   hlsp_ceers_jwst_nirspec_nirspec5-000007_comb-mgrat_dr0.7_x1d_masked.fits     He2_1641A      1641.0  2.779760e-18   3.346615e-19  2.424940e-18    5.730693e-19  7.663935e+01  3.602916e+00      He2                                $HeII1641\AA$                                 NaN         no   1619.606474   1633.755589   1641.438182   1646.949433   1660.980487   1677.679741           NaN           NaN  16235.897274  1.303893e-19  3.661869e-20  1.613973e-20  5.221478e-23 -8.111352e-19  6.424281e+00  2.268854e+00  8.893904  9.146388e-20  16243.473947    10.576974  2.387352e-20  2.844287e+00  2.956570e+00    139.901679  5.251917e+01    195.301620   5.459245e+01       4.557702          NaN       9.0   117.345377           NaN     459.900170            NaN          NaN          NaN           NaN          NaN          NaN          NaN           NaN           NaN     152.868738     3.119770   62.073468   67.927199            no       no
18    CEERs_DR0.7      7   hlsp_ceers_jwst_nirspec_nirspec5-000007_comb-mgrat_dr0.7_x1d_masked.fits      H1_4103A      4103.0  6.446485e-20   9.885024e-20  1.853128e-19    5.818742e-20  9.399871e+01  2.627079e+02       H1                                  $HI4103\AA$                                 NaN         no   4082.708564   4092.235437   4098.352159   4105.818862   4117.423037   4127.438229           NaN           NaN  40485.235331  6.598137e-21  6.812676e-22  2.401378e-21 -5.260491e-24  2.136535e-19  3.215153e+00  2.836990e-01  8.867228  8.318248e-21  40493.034722     8.887583  1.598013e-20  5.156511e+00  1.676471e+01     57.754354  3.818387e+01     65.812400   1.241424e+02       9.082224          NaN       5.0   132.909535           NaN     154.976358            NaN          NaN          NaN           NaN          NaN          NaN          NaN           NaN           NaN      11.378322     0.812737   -0.825557    1.674083            no       no
19    CEERs_DR0.7      7        hlsp_ceers_jwst_nirspec_nirspec5-000007_prism_dr0.7_x1d_masked.fits      H1_4341A      4341.0  2.823955e-19   2.217800e-19  3.571413e-19    2.262575e-19 -1.570646e+02  1.521546e+04       H1                                  $HI4341\AA$                                 NaN         no   4198.892304   4289.023931   4317.640703   4364.762582   4392.250345   4460.969752           NaN           NaN  42885.021078  1.326196e-21  1.840572e-22  9.281194e-22 -2.790786e-26  1.380886e-21  1.349939e+00  1.983120e-01  8.879065  1.243780e-21  42890.323888   114.553038  7.824249e-22  8.264324e+01  8.600160e+01     37.069876  5.777267e+02    800.795613   6.012037e+02       9.082224          NaN       6.0   659.763412           NaN    1885.729562            NaN          NaN          NaN           NaN          NaN          NaN          NaN           NaN           NaN      20.561588     0.979123    2.288900    5.823062            no       no
20    CEERs_DR0.7      7        hlsp_ceers_jwst_nirspec_nirspec5-000007_prism_dr0.7_x1d_masked.fits      H1_4862A      4862.0  7.982788e-19   3.223173e-19  8.927413e-19    3.500202e-19  7.776838e+02  3.710584e+03       H1                                  $HI4862\AA$                                 NaN         no   4709.768009   4787.538949   4846.155024   4894.529041   4903.539212   4954.448597           NaN           NaN  48038.677768  5.286085e-21  9.899308e-22  1.283333e-21  9.360237e-25 -4.397541e-20  3.876790e+00  7.713750e-01  8.880436  4.990657e-21  48093.571621    71.363808  1.937550e-21  3.198771e+01  3.326801e+01    342.573188  1.996240e+02    445.356376   2.076139e+02       9.082224          NaN       7.0   526.068986           NaN    1048.734121            NaN          NaN          NaN           NaN          NaN          NaN          NaN           NaN           NaN      38.757083     1.845575   17.502233   21.036394            no       no
21    CEERs_DR0.7      7   hlsp_ceers_jwst_nirspec_nirspec5-000007_comb-mgrat_dr0.7_x1d_masked.fits      O3_4960A      4960.0  1.540962e-19   2.005810e-19  1.633371e-19    7.759991e-18  2.067301e+01  4.580670e+01       O3                              $[OIII]4960\AA$                                 NaN         no   4921.217620   4945.881627   4951.754110   4969.405954   4979.725544   4994.565757           NaN           NaN  48946.872083  1.125166e-20  5.096309e-21  4.043922e-21 -3.377391e-24  1.704090e-19  3.764224e+00  1.260239e+00  8.868321  1.019927e-20  48953.316266     6.388893  1.082861e-18  2.944445e+02  3.748221e+02     39.469683  1.803429e+03     39.131038   2.295731e+03       2.279635          NaN      11.0   109.674467           NaN      92.146553            NaN          NaN          NaN           NaN          NaN          NaN          NaN           NaN           NaN      68.499661     2.209666   29.815921   34.395003            no       no
22    CEERs_DR0.7      7        hlsp_ceers_jwst_nirspec_nirspec5-000007_prism_dr0.7_x1d_masked.fits      O3_4960A      4960.0  7.723547e-19   2.978080e-19  8.126304e-19    2.369479e-19  8.351022e+02  5.626153e+03       O3                              $[OIII]4960\AA$                                 NaN         no   4883.229536   4930.197025   4939.574375   4982.405781   5027.695861   5095.362352           NaN           NaN  48954.112228  7.044616e-21  7.870355e-22  1.461930e-21 -5.050726e-25  2.551241e-20  5.332479e+00  5.383540e-01  8.869781  7.719510e-21  48981.523742    41.996528  5.693924e-21  2.455899e+01  3.428591e+01    167.866696  1.503980e+02    257.184569   2.099651e+02       2.279635          NaN       6.0   501.295309           NaN     605.623379            NaN          NaN          NaN           NaN          NaN          NaN          NaN           NaN           NaN      25.176458     1.398692    9.809125   12.942692            no       no
23    CEERs_DR0.7      7   hlsp_ceers_jwst_nirspec_nirspec5-000007_comb-mgrat_dr0.7_x1d_masked.fits      O3_5008A      5008.0  1.333782e-18   2.181181e-19  1.045557e-18    2.363061e-19  3.968267e+02  6.475912e+02       O3                              $[OIII]5008\AA$                                 NaN         no   4977.783129   4993.853418   5000.413840   5011.847877   5020.247832   5037.220341           NaN           NaN  49429.992383  3.294675e-20  4.026920e-21  4.221622e-21 -5.743455e-25  3.241681e-20  7.850817e+00  9.538800e-01  8.870206  3.314146e-20  49423.017748    12.585956  7.883527e-21  3.066789e+00  3.925707e+00    -42.301101  1.860005e+01     76.333707   2.380938e+01       2.279635          NaN       7.0   108.587826           NaN     179.752143            NaN          NaN          NaN           NaN          NaN          NaN          NaN           NaN           NaN      47.086690     1.961945   21.016145   24.903655            no       no
24    CEERs_DR0.7      7        hlsp_ceers_jwst_nirspec_nirspec5-000007_prism_dr0.7_x1d_masked.fits      O3_5008A      5008.0  2.251205e-18   3.165874e-19  2.160011e-18    3.209716e-19 -1.199119e+03  2.439934e+05       O3                              $[OIII]5008\AA$                                 NaN         no   4887.217938   4949.902154   4983.726563   5032.392525   5049.344605   5103.915254           NaN           NaN  49443.022779  1.113220e-20  2.000168e-22  1.446598e-21 -4.495621e-25  2.242773e-20  7.355115e+00  1.382670e-01  8.872808  1.156208e-20  49464.599242    74.529845  1.795723e-21  1.285459e+01  1.258318e+01    130.826563  7.794244e+01    451.903711   7.629679e+01       2.279635          NaN       6.0   490.965014           NaN    1064.151916            NaN          NaN          NaN           NaN          NaN          NaN          NaN           NaN           NaN      21.204190     1.178011    6.203204    9.336771            no       no
25    CEERs_DR0.7      9        hlsp_ceers_jwst_nirspec_nirspec5-000009_prism_dr0.7_x1d_masked.fits    O2_3727A_m      3727.0  6.335642e-19   2.380112e-19  7.228472e-19    1.324488e-19 -6.105965e+02  3.627304e+02       O2                $[OII]3727\AA$+$[OII]3730\AA$                   O2_3727A+O2_3730A         no   3593.742384   3685.608531   3703.550471   3797.921813   4209.421368   4331.189231           NaN           NaN  38984.136542  1.020282e-21 -1.175601e-21  8.586951e-22  9.175301e-26 -4.752512e-21  4.517008e+00 -1.369055e+00  9.459924  2.481475e-21  38985.355916   116.210830  4.480788e-22  2.469178e+01  2.439095e+01      9.377127  1.898826e+02    893.674543   1.875692e+02       2.279635          NaN      10.0   796.736259           NaN    2104.442727            NaN          NaN          NaN           NaN          NaN          NaN          NaN           NaN           NaN      16.830876     0.525965  -19.624655  -14.958611            no       no
26    CEERs_DR0.7      9        hlsp_ceers_jwst_nirspec_nirspec5-000009_prism_dr0.7_x1d_masked.fits      O3_4364A      4364.0  7.214973e-19   2.518631e-19  7.914908e-19    1.820373e-19  6.777619e+03  3.433179e+05       O3                              $[OIII]4364\AA$                                 NaN         no   4232.404546   4309.653606   4334.128556   4393.786246   4397.267123   4465.508448           NaN           NaN  45300.076625  2.890368e-21 -4.331480e-22  1.050931e-21  4.595775e-26 -2.515038e-21  3.604520e+00 -4.121560e-01  9.380403  3.120745e-21  45341.138572   101.180706  7.476701e-22  2.696499e+01  2.652000e+01    271.744837  1.784523e+02    669.606208   1.755073e+02       2.279635          NaN       8.0   584.115299           NaN    1576.802121            NaN          NaN          NaN           NaN          NaN          NaN          NaN           NaN           NaN      15.275467     0.664151   -7.828060   -4.053770            no       no
27    CEERs_DR0.7      9        hlsp_ceers_jwst_nirspec_nirspec5-000009_prism_dr0.7_x1d_masked.fits      O3_5008A      5008.0  1.399467e-18   2.987717e-19  1.447010e-18    2.173179e-19  8.000764e+03  2.952506e+05       O3                              $[OIII]5008\AA$                                 NaN         no   4936.740962   4978.659438   4981.532793   5023.335159   5029.453884   5075.674802           NaN           NaN  52021.690372  5.449474e-21 -6.890033e-22  1.436010e-21 -1.109294e-24  5.701834e-20  4.967472e+00 -4.798040e-01  9.387718  6.617167e-21  52020.935466    87.238749  1.001050e-21  1.509920e+01  1.518737e+01     -4.350403  8.701422e+01    502.742582   8.752233e+01       2.279635          NaN       7.0   438.590935           NaN    1183.868311            NaN          NaN          NaN           NaN          NaN          NaN          NaN           NaN           NaN       9.891045     0.618190   -6.403375   -3.570058            no       no
28    CEERs_DR0.7     20        hlsp_ceers_jwst_nirspec_nirspec4-000020_prism_dr0.7_x1d_masked.fits      H1_1217A      1217.0  5.873667e-19   1.042223e-18  1.936432e-18    7.172669e-19  1.385233e+03  6.202786e+02       H1                                  $HI1217\AA$                                 NaN         no   1096.056267   1182.537136   1195.904807   1319.008935   1376.057190   1529.186715           NaN           NaN  10866.311584  7.201916e-21  3.517638e-22  2.079812e-21  3.189995e-25 -3.114584e-21  3.979007e+00  1.691330e-01  7.928769  7.205962e-21  10899.021459   107.206331  2.696761e-21  5.110637e+01  4.513319e+01    902.438131  1.409982e+03   2957.733103   1.245187e+03       9.082224          NaN       8.0  4713.633619           NaN    6964.929200            NaN          NaN          NaN           NaN          NaN          NaN          NaN           NaN           NaN      19.606789     1.031936    3.466335    6.739463            no       no
29    CEERs_DR0.7     20        hlsp_ceers_jwst_nirspec_nirspec4-000020_prism_dr0.7_x1d_masked.fits      C4_1549A      1549.0  1.252863e-18   7.364844e-19  1.355524e-18    3.111269e-19  1.451872e+03  7.348781e+02       C4                               $[CIV]1549\AA$                                 NaN         no   1341.437604   1435.571955   1486.917965   1611.004155   1829.761474   1990.992966           NaN           NaN  13671.067014  3.615109e-21  8.410736e-22  1.259446e-21 -1.019038e-25  2.234207e-21  2.580308e+00  6.678120e-01  7.825737  3.268310e-21  13621.726966   165.460463  7.545007e-22  4.405982e+01  4.368035e+01  -1081.976583  9.661865e+02   3628.378002   9.578652e+02       2.631084          NaN       7.0  4431.925349           NaN    8544.177249            NaN          NaN          NaN           NaN          NaN          NaN          NaN           NaN           NaN       4.649777     0.273516  -23.178261  -20.191064            no       no
30    CEERs_DR0.7     20        hlsp_ceers_jwst_nirspec_nirspec4-000020_prism_dr0.7_x1d_masked.fits     He2_1641A      1641.0  1.664010e-19   5.910762e-19  6.797022e-19    8.393474e-19  8.237296e+02  3.320272e+04      He2                                $HeII1641\AA$                                 NaN         no   1373.998901   1484.976383   1600.361644   1684.925322   1830.381045   1996.288097           NaN           NaN  14282.884371  2.394622e-21  6.576170e-22  1.241119e-21 -6.061766e-26  1.523412e-21  2.147798e+00  5.298580e-01  7.703769  2.978124e-21  14378.536661    91.051256  1.683539e-20  6.807153e+01  4.049583e+02   2007.706179  1.428796e+03   1911.132180   8.499924e+03       4.557702          NaN       5.0  4320.553810           NaN    4500.372365            NaN          NaN          NaN           NaN          NaN          NaN          NaN           NaN           NaN       4.075788     0.254737  -23.248124  -20.414807            no       no
